maatregel_id,"maatregel_naam","instructie","aanvullende_instructie","verkeersbord_code","wegcode_tekst"
b33e1a10-98e1-11e0-a970-00216a82c36c,E3+Xc,het stilstaan en parkeren is verboden,de parkeerreglementering geldt over een afstand van ${aanduiding_afstand} m,E3,stilstaan en parkeren verboden 
"7adbdb64-b33e-11e3-bed3-00144ff9eea1",E3+Xc-Type V,het stilstaan en parkeren is verboden,de parkeerreglementering geldt over een afstand van ${aanduiding_afstand} m,E3,stilstaan en parkeren verboden 
"7adbdb64-b33e-11e3-bed3-00144ff9eea1",E3+Xc-Type V,het stilstaan en parkeren is verboden,"het parkeren is altijd verboden, het stilstaan is verboden ${specificatie periode van stilstaanverbod}",E3,stilstaan en parkeren verboden 
b36d1950-98e1-11e0-a970-00216a82c36c,E3+Xc-Type V,het stilstaan en parkeren is verboden,de parkeerreglementering geldt over een afstand van ${aanduiding_afstand} m,E3,stilstaan en parkeren verboden 
b36d1950-98e1-11e0-a970-00216a82c36c,E3+Xc-Type V,het stilstaan en parkeren is verboden,het parkeerverbod geldt ${beperking_tijd},E3,stilstaan en parkeren verboden 
"763ed9c1-6677-11e5-8435-00144ff9eea1",E3+Xc-Type VIId,het stilstaan en parkeren is verboden,het verbod geldt voor volgende categorie van voertuigen: ${categorie_voertuig},E3,stilstaan en parkeren verboden 
"763ed9c1-6677-11e5-8435-00144ff9eea1",E3+Xc-Type VIId,het stilstaan en parkeren is verboden,de parkeerreglementering geldt over een afstand van ${aanduiding_afstand} m,E3,stilstaan en parkeren verboden 
b3b286c0-98e1-11e0-a970-00216a82c36c,E5+Xa/E7+Xa,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b3b286c0-98e1-11e0-a970-00216a82c36c,E5+Xa/E7+Xa,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b3fa8c40-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b3fa8c40-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b3fa8c40-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b3fa8c40-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b44b9270-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b44b9270-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b44b9270-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
het gebruik van de schijf is voorgeschreven ${beperking_tijd}",E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b44b9270-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
het gebruik van de schijf is voorgeschreven ${beperking_tijd}",E7,parkeerverbod vanaf de 16e tot het einde van de maand
b495e1e0-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b495e1e0-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
de beperkte parkeertijd geldt niet voor personen in het bezit van een ${type_parkeerkaart}",E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b495e1e0-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
de beperkte parkeertijd geldt niet voor personen in het bezit van een ${type_parkeerkaart}",E7,parkeerverbod vanaf de 16e tot het einde van de maand
b495e1e0-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4e82090-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4e82090-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4e82090-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
het gebruik van de schijf is voorgeschreven ${beperking_tijd};
de beperkte parkeertijd geldt niet voor personen in het bezit van een ${type_parkeerkaart}",E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4e82090-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VIIb/E7+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
het gebruik van de schijf is voorgeschreven ${beperking_tijd};
de beperkte parkeertijd geldt niet voor personen in het bezit van een ${type_parkeerkaart}",E7,parkeerverbod vanaf de 16e tot het einde van de maand
b5891b80-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VII/E7+Xa-Type VII,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b5891b80-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VII/E7+Xa-Type VII,het parkeren is verboden van de 16e tot het einde van de maand,het parkeren is betalend,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b5891b80-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VII/E7+Xa-Type VII,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b5891b80-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VII/E7+Xa-Type VII,het parkeren is verboden van de 1e tot de 15e van de maand,het parkeren is betalend,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b5d9ac81-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VII/E7+Xa-Type VII,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b5d9ac81-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VII/E7+Xa-Type VII,het parkeren is verboden van de 16e tot het einde van de maand,"het parkeren is betalend 
het betalend parkeren geldt niet voor personen in het bezit van een ${type_parkeerkaart}",E7,parkeerverbod vanaf de 16e tot het einde van de maand
b5d9ac81-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VII/E7+Xa-Type VII,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b5d9ac81-98e1-11e0-a970-00216a82c36c,E5+Xa-Type VII/E7+Xa-Type VII,het parkeren is verboden van de 1e tot de 15e van de maand,"het parkeren is betalend 
het betalend parkeren geldt niet voor personen in het bezit van een ${type_parkeerkaart}",E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b3c412f0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa/E7+Xb+Xa,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b3c412f0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa/E7+Xb+Xa,het parkeren is verboden van de 1e tot de 15e van de maand,het einde van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b3c412f0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa/E7+Xb+Xa,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b3c412f0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa/E7+Xb+Xa,het parkeren is verboden van de 16e tot het einde van de maand,het einde van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b410fa70-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het einde van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b410fa70-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b410fa70-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b410fa70-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het einde van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b410fa70-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b410fa70-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4629ce0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het einde van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4629ce0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4629ce0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het einde van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4629ce0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
het gebruik van de schijf is voorgeschreven ${beperking_tijd}",E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4629ce0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4629ce0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
het gebruik van de schijf is voorgeschreven ${beperking_tijd}",E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4ac01f0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het einde van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4ac01f0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4ac01f0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
de beperkte parkeertijd geldt niet voor personen in het bezit van een ${type_parkeerkaart}",E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4ac01f0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het einde van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4ac01f0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
de beperkte parkeertijd geldt niet voor personen in het bezit van een ${type_parkeerkaart}",E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4ac01f0-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4fda460-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het einde van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4fda460-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4fda460-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
het gebruik van de schijf is voorgeschreven ${beperking_tijd};
de beperkte parkeertijd geldt niet voor personen in het bezit van een ${type_parkeerkaart}",E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4fda460-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het einde van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4fda460-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4fda460-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VIIb/E7+Xb+Xa-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
het gebruik van de schijf is voorgeschreven ${beperking_tijd};
de beperkte parkeertijd geldt niet voor personen in het bezit van een ${type_parkeerkaart}",E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b59e5130-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VII/E7+Xb+Xa-Type VII,het parkeren is verboden van de 16e tot het einde van de maand,het einde van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b59e5130-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VII/E7+Xb+Xa-Type VII,het parkeren is verboden van de 16e tot het einde van de maand,het parkeren is betalend,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b59e5130-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VII/E7+Xb+Xa-Type VII,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b59e5130-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VII/E7+Xb+Xa-Type VII,het parkeren is verboden van de 1e tot de 15e van de maand,het einde van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b59e5130-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VII/E7+Xb+Xa-Type VII,het parkeren is verboden van de 1e tot de 15e van de maand,het parkeren is betalend,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b59e5130-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VII/E7+Xb+Xa-Type VII,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b5f3eb40-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VII/E7+Xb+Xa-Type VII,het parkeren is verboden van de 16e tot het einde van de maand,het einde van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b5f3eb40-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VII/E7+Xb+Xa-Type VII,het parkeren is verboden van de 1e tot de 15e van de maand,"het parkeren is betalend 
het betalend parkeren geldt niet voor personen in het bezit van een ${type_parkeerkaart}",E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b5f3eb40-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VII/E7+Xb+Xa-Type VII,het parkeren is verboden van de 1e tot de 15e van de maand,het einde van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b5f3eb40-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VII/E7+Xb+Xa-Type VII,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b5f3eb40-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VII/E7+Xb+Xa-Type VII,het parkeren is verboden van de 16e tot het einde van de maand,"het parkeren is betalend 
het betalend parkeren geldt niet voor personen in het bezit van een ${type_parkeerkaart}",E7,parkeerverbod vanaf de 16e tot het einde van de maand
b5f3eb40-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa-Type VII/E7+Xb+Xa-Type VII,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b3d26ad1-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd/E7+Xb+Xa+Xd,het parkeren is verboden van de 16e tot het einde van de maand,de parkeerreglementering geldt over een afstand van meer dan 300 meter,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b3d26ad1-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd/E7+Xb+Xa+Xd,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b3d26ad1-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd/E7+Xb+Xa+Xd,het parkeren is verboden van de 16e tot het einde van de maand,het einde van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b3d26ad1-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd/E7+Xb+Xa+Xd,het parkeren is verboden van de 1e tot de 15e van de maand,de parkeerreglementering geldt over een afstand van meer dan 300 meter,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b3d26ad1-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd/E7+Xb+Xa+Xd,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b3d26ad1-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd/E7+Xb+Xa+Xd,het parkeren is verboden van de 1e tot de 15e van de maand,het einde van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4239810-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4239810-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het einde van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4239810-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het einde van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4239810-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4239810-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4239810-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,de parkeerreglementering geldt over een afstand van meer dan 300 meter,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4239810-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,de parkeerreglementering geldt over een afstand van meer dan 300 meter,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4239810-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4719101-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het begin van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4719101-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,de parkeerreglementering geldt over een afstand van meer dan 300 meter,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4719101-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
het gebruik van de schijf is voorgeschreven ${beperking_tijd}",E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4719101-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het einde van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4719101-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het begin van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4719101-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,de parkeerreglementering geldt over een afstand van meer dan 300 meter,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4719101-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
het gebruik van de schijf is voorgeschreven ${beperking_tijd}",E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4719101-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het einde van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4c24911-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 16e tot het einde van de maand,het einde van de parkeerreglementering wordt aangeduid,E7,parkeerverbod vanaf de 16e tot het einde van de maand
b4c24911-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,het einde van de parkeerreglementering wordt aangeduid,E5,parkeerverbod vanaf de 1e tot de 15e van de maand
b4c24911-98e1-11e0-a970-00216a82c36c,E5+Xb+Xa+Xd-Type VIIb/E7+Xb+Xa+Xd-Type VIIb,het parkeren is verboden van de 1e tot de 15e van de maand,"de parkeertijd is beperkt en de parkeerschijf moet gebruikt worden;
de beperkte parkeertijd geldt niet voor personen in het bezit van een ${type_parkeerkaart}",E5,parkeerverbod vanaf de 1e tot de 15e van de maand
